Year,Input,Gerd_storage,Gerd_release,Roseires_storage,Roseires_release,Sennar_storage,Sennar_release,Had_storage,Had_release,Gerd_production
131,[8383.28704711 1874.77263918 4148.19502338 2734.07071931],207334780.2295917,270.52130027123235,27926883.78515508,332.476913995304,1276531.5252787974,290.62238571914787,42782995684.81153,1874.7726391798815,46344.56499690551
132,[ 563.75496651 3458.88950502 8129.0100913  9997.17673286],114476511.19237548,142.26254275604217,27434295.443429206,155.79584915966313,515459.8367742563,117.43400886496997,36856582180.33354,3206.7172817148617,23091.287384871666
133,[9966.36837074 2221.72682241 7689.87415181 9447.65729882],72539931.90604088,85.76206035644037,27259294.987435944,92.98004972256695,206063.769900301,46.960518529220444,33608276450.028065,2221.72682241051,12258.402470338297
134,[8496.47390677  989.39240697 4505.4413531  1291.59415151],53479483.159814335,59.180003569210754,27185283.48649959,66.41636271110924,190498.281900183,43.30087312294178,32625740592.595894,989.3924069727908,9255.86377148229
135,[9540.51027259 2424.6985378  2286.42805503 6717.00684406],51460559.536567435,52.07509756415028,27182997.17067286,65.57040562832795,199252.95451215177,45.28138624035888,28013292393.379547,2398.458728692926,7872.050173485204
136,[6181.28240458 1432.65087213 1135.575922   6715.73195593],81313443.0900306,72.37682642756313,27289838.63687737,103.81188809356456,314530.33223328367,71.44114181063918,26776317582.587887,1432.6508721313621,11515.149547408095
137,[5203.07700904 3089.27356694 5201.63501112 8521.81500319],240007767.9629208,191.6229961954179,27761407.416414373,272.6371594337434,860001.5369898044,195.24446834453306,23624109419.48255,2069.0810332949573,32356.39185381658
138,[5519.06838774 2243.75188614 8766.53602658 4034.82866212],953685787.5190609,739.7059970905897,29999462.070306506,1073.8984993652773,4296636.232618803,975.2250732740174,20374655206.907093,1821.6432478706593,173812.79711418675
139,[1340.15228451  115.13070525 7551.37255674 6203.09551353],3219492280.684506,1313.9707101895135,32894108.513490032,2110.831075348165,8875711.84600329,2015.4975501991769,25941226041.638504,115.1307052533559,479062.68915564887
140,[7040.79768099  851.85664604 1363.71475587  145.44665668],2244379863.157359,2072.8818703461748,1307849674.6475332,2371.7372254694246,207287565.7444167,2242.8929328657027,39187065054.383224,851.8566460356432,618564.9396347136
141,[3505.87558807 2359.67074742 3922.440451   4374.74922024],1019452116.103222,1384.3444611709022,32617617.95307898,2487.8643864849596,10850000.702662453,2539.1741700239095,47038801357.88306,2359.670747418532,330229.1834362879
142,[9041.58694494 1393.02186809 5139.8948916  7836.53012741],421178077.7924355,603.4123908035224,29200056.808319546,789.6185074981568,3082412.949972662,703.5444128161234,55601168227.48067,1393.0218680932014,112143.94206740377
143,[3965.42782321 2488.34680091 8623.63708747 9495.20623658],207520994.42236203,271.4720909264721,28021363.86591961,366.40387308764554,1425738.339505754,324.6497389593373,52842588611.355316,2488.3468009114945,46512.35066085026
144,[1470.73480929 3706.35050065 4921.1629308  2582.44388299],114489145.59994477,142.32711753941652,27511496.854939356,183.46425657845157,637160.3893374801,145.1034832569451,45501394661.39415,3705.913035393981,23101.94312435149
145,[4591.35756238 3920.13030114 4926.18093993 3287.51610288],72541042.96337721,85.76680459558492,27284594.57640008,102.06657221737788,246029.35688988864,56.0773796589878,39315496637.623474,3420.1969876668854,12259.08893145145
146,[6334.00854317  960.58247511  758.63328109 1288.79721911],53479558.34976432,59.180388562106934,27197204.19287199,70.6926533795952,209306.08444222412,47.58326980567523,38361563868.032906,960.5824751127724,9255.924416431153
147,[1280.45838958  607.61077405 1388.27172649 6408.74744803],51460565.09017324,52.07512431428933,27163425.346701007,58.569795422171154,168463.2702285248,38.30285747815919,38306142454.410774,607.6107740491773,7872.0542443601935
148,[1818.80084399 1382.6691333  8967.88409906 4739.61640263],81313443.46761875,72.37682835461922,27254468.591354497,91.14438251059582,258812.7797920172,58.787365458645304,37045777794.676636,1382.6691332954529,11515.149856651704
149,[6675.57738521  689.27948481 1922.89018809  408.68616266],240007767.9910406,191.62299633008794,27707451.76186906,253.31153594645738,774971.7905131213,175.93084081008044,37264092844.43022,689.2794848065195,32356.391877061615
150,[1689.35063072 1114.36135613 1770.10484277  887.02533757],953685787.5209888,739.7059971003698,30064344.923206896,1097.1022366708648,69735612.22407377,974.2843104633622,35680711405.034386,1114.3613561278344,173812.7971165619
151,[1206.35871101 1843.11507213 2063.33718406 3642.69861048],3536445457.833478,1195.63027446815,31978488.51145314,1783.1223156229812,7433748.958977463,1712.7513839366275,36267441812.49593,1843.1150721309025,444488.07212141855
152,[5034.17270855 2761.57931452  393.12139841 7994.10398909],2487086260.282706,2101.418208212322,1308719798.0164545,2411.2489760870235,10381795.657404691,2358.3616755384473,42421306603.4681,2761.579314517461,660571.5493564175
153,[6279.00389491  327.0361278  8735.78624107 9208.72400532],1041834556.721899,1466.3626941170837,32557135.729895547,2467.3219378554045,10759626.49020116,2445.22861059608,56009170158.231316,510.1496193334221,351575.88757630455
154,[ 610.77959855 1107.51059259 8062.01279793 7482.59690384],481043915.10795003,588.5571879379069,29191591.705841444,786.5653177415577,3068982.8497521086,700.462437517404,63576891355.89265,1107.510592588815,112688.37017250524
155,[1845.21019356  837.39729335 3704.72102791 4845.22985191],211588636.28402442,292.24105495325927,28059030.221779402,379.882842367906,1485017.276350543,338.09509552282606,64461728521.861725,1102.597942012467,50186.005803487846
156,[6182.5477153  1475.65455828 4625.34716133 7474.70938134],114765130.17642221,143.73768183719525,27441523.458491184,158.4323494440793,527056.5845230502,120.14310817228039,63108418288.77789,1475.6545582790898,23334.745361421075
157,[ 366.83202891 1009.74777738 7133.49585885 8952.06837687],72565312.77474253,85.87043722131928,27289712.98302664,103.86950422094921,253959.25921128725,57.83085824026958,62540336237.276825,1053.5738821145746,12274.084141012005
158,[5116.77442116 2128.45394106 1071.7201134  4474.12366823],53481200.79056648,59.18879830358617,27213920.455427367,76.67790983783206,235630.18875523872,53.559156052473156,58280501053.799644,2128.453941061263,9257.249139266765
159,[5326.17266455  969.88201454 2692.43230949 3772.84163105],51460686.402514644,52.075708641315,27155520.969115313,55.74708455656085,156048.58439161448,35.4962771827346,57087416564.600655,969.8820145389183,7872.143168102642
160,[ 200.71197778 1288.31666233 2114.48006997 3274.97352178],81313451.71561275,72.3768704490163,27277296.342875745,99.31229642339065,294739.04552690394,66.93438371460203,55836339952.672455,1288.316662332713,11515.156611734685
161,[1197.62131819 3562.10912296 5935.92453554 6791.02319144],240007768.6052796,191.62299927180462,27734818.084953044,263.11538339057245,818105.722399852,185.73122374273404,48416565691.688576,3562.1091229595795,32356.39238482483
162,[7891.71238607 1993.76879572  869.20288087 5371.06541819],953685787.5630792,739.7059973140076,397564842.1291433,868.7106050604912,3393764.932876412,770.3485171657364,44344575490.31843,1993.7687957162295,173812.79716845174
163,[5868.41118021 2981.75789674 4316.5954623  1275.80302796],2102029521.0748627,1731.195493696451,33259445.032241445,2378.8507819302217,203798166.1098849,2211.098438246982,40264202188.62112,2981.7578967373197,517101.2925596178
164,[2837.75905799 1452.32918559 6459.17241332 5707.78304669],1728607436.407307,1841.139266688568,33382010.47177808,2286.6841683446023,9833722.79323358,2309.760019764232,50612732287.25894,1452.3291855945406,493616.8878805734
165,[3560.96725898 3946.06099517 6057.74819357 2372.26791736],982474459.7016475,1205.9477523730363,31387253.339345403,1572.7368675494115,6824028.182829212,1552.0390151526751,53784550065.91312,3946.060995171918,285252.7824543453
166,[1017.8247262   611.43655674 2459.57728385 1606.8137326 ],418437455.84254277,590.2409732963181,29095790.86343063,751.8246464802203,2916168.667220341,664.2728573649676,58078904494.57091,772.4447241110565,109544.2938369912
167,[1865.67024051 1140.38067478 1733.73595295 8967.65424626],207334780.2295891,270.5213002712216,27961331.878462132,344.8773602404239,1331067.2434429587,303.1068574098094,58379996327.7896,1140.3806747753881,46344.564996903675
168,[ 802.33745662 2098.04555828 4103.9682699  9823.78616909],114476511.19237529,142.26254275604123,27579194.878768556,207.67337672332414,743645.133981647,169.22948868484025,55342526408.6347,2098.045558281018,23091.28738487151
169,[1120.38902168 1591.42239618 9694.70433275 8655.07125894],72539931.90604088,85.7620603564403,27276250.25896976,99.10816041044477,233017.26513657725,53.169462595197395,53516648888.80892,1591.4223961829668,12258.402470338286
170,[8170.72070949 1031.61130818 1708.8758739  6686.43219924],53479483.159814335,59.180003569210754,27187087.197822396,67.0683053501718,193365.62871423084,43.96153182658547,52255646643.60734,1031.6113081797594,9255.86377148229
171,[9293.75989128 2227.05157206 5716.1268947  2799.7909366 ],51460559.536567435,52.07509756415028,27165351.023742616,59.255136817930364,171477.49964289332,38.980599939894134,47880763288.45251,2227.051572055719,7872.050173485204
172,[7694.92933192  748.17499423 3236.79236404 4254.36438616],81313443.0900306,72.37682642756313,27258449.105126206,92.56986904584436,265082.729330371,60.21113886810789,48185440634.22053,748.1749942300936,11515.149547408095
173,[5076.10378684  969.63892966 1148.36824739 6106.20042442],240007767.9629208,191.6229961954179,27833276.192481313,298.34854804947736,973112.1926246302,220.88873917313492,47532850374.6632,969.638929660321,32356.39185381658
174,[2886.3055324  2324.95288569 1543.62715274 4811.40101855],953685787.5190609,739.7059970905897,30072714.833527435,1100.145103122817,4412126.989657294,1001.4720844586232,42616193719.02518,2324.9528856904494,173812.79711418675
175,[5325.89432552  207.29414729 3366.04278194 1344.14676939],2102029521.0694141,1731.1954936820516,33756716.34928979,2419.6164683026814,208050498.1016968,2250.67505047782,47368922752.5711,322.62465209051055,517101.292554677
176,[ 633.74970473 3959.84092956 3223.53844975 8098.74445855],4856611641.981892,633.7497047276775,30709941.03300587,1330.4805158783213,5626533.5703071635,1356.8458953064905,51695968480.47962,3939.426850956606,246316.0617023557
177,[2546.40654764 2726.0108889  7602.2785989  5956.38740608],1695574106.7669835,2103.2639359853665,34313322.15977247,2619.083444089996,11427284.316939395,2594.9446347678445,56248342138.408875,2726.0108888957175,578918.5373623047
178,[4715.7618855  1647.36365659 3488.68266543 9295.29144248],471304617.80120575,844.2779627718015,29734119.574365683,981.4261272105865,3926123.137535643,895.1940066435866,62677061547.552956,1647.3636565890743,160878.71542813617
179,[8306.19407788 3860.10764267 1242.97223486 7308.67475204],210926890.36674464,288.86224786594005,27988467.622292094,354.8285270756397,1374831.3160579624,313.4138560459698,56306801017.617096,3860.1076426660507,49587.2402611177
180,[9383.40456821  724.93226466  664.96267367 7411.2064929 ],114720231.51697077,143.50820362921584,27485234.782454982,174.05184418838226,595759.5319810675,135.6906528492379,56731121989.77702,795.179525782785,23296.86669749396
181,[5744.7311318  3367.31510703 1397.72376626 7952.6731186 ],72561364.43092802,85.85357770681198,27264489.90290225,94.8603426837172,214333.9317744035,48.86986363190782,50612945472.668465,3367.315107033089,12271.644609445724
182,[2016.27320048  654.62377146 1642.65797931 8145.74720231],53480933.58943813,59.18743016148357,27188182.431320377,67.4559377636038,195070.49736229802,44.34139307776395,50381063642.07173,654.6237714628179,9257.033626028478
183,[6651.97220696 2092.26169908 3588.30484124 8772.00540813],51460666.666768745,52.075613579842845,27188615.89818237,67.58259670837445,208102.85848459054,47.29107840603324,46372738577.88394,2092.261699076477,7872.128701507689
184,[3924.45107423 3266.39775789 4391.3490857  3769.44429425],81313450.37378456,72.37686360087277,27302224.035393596,108.24716089171903,334038.7147718908,75.87088708509233,40021544526.35411,3265.2748689357286,11515.155512781363
185,[4626.7978567  1205.51149666 7476.09380176 5027.20390092],240007768.5053519,191.6229987932303,27837655.05570678,299.93273286038885,980080.7515429936,222.49641574672577,38901886155.865234,1205.5114966565686,32356.39230221927
186,[2322.12695147 3598.2982931  3838.91221373 5435.52861114],953685787.5562317,739.7059972792518,29889628.97585852,1034.6137938132824,4123774.995936678,936.0478058925347,32599958398.22729,2880.31349647474,173812.7971600099
187,[9064.72110965 2496.95198366 1168.98040708 9398.32123613],2102029521.074016,1731.195493694212,1295977613.488533,1840.7404737662052,7687276.651465716,1745.7778242792745,32415387748.397064,2496.951983655969,517101.29255885025
188,[6277.08053071 1339.62245863 1392.72072663 7940.2518927 ],1728607436.407222,1841.139266688275,1295391562.436352,2286.8725042706756,9834551.452726576,2234.2969255484877,41862542110.15812,1339.6224586283445,493616.88788048655
189,[6200.72755929 2133.84436791 8938.92583051 7885.97211225],982474459.701642,1205.9477523730068,30730679.822611697,1808.6316740919024,7861806.422935216,1787.5106172997123,49680531692.47858,2133.8443679052866,285252.78245433833
190,[1516.74879733 1246.88827118 2484.89139814 7439.46292573],418437455.84254205,590.2409732963157,29052429.999344274,736.0514882674377,2846787.098277742,648.9313603305445,54445276130.663376,1246.8882711821932,109544.29383699075
191,[ 335.32434736 2279.55873949 7624.58685741 8767.65636762],209339679.34201252,269.74757765564345,27824875.961382117,296.0187409829772,1116192.7270711968,254.32602539507403,51732146125.51968,2279.558739485266,46264.437922745405
192,[3420.81748716 3285.02921869 1106.31736955 8464.52291735],114612541.17024463,142.95779548595513,27439492.906829204,157.61812211463712,523475.1743462612,119.19284835563963,45549670467.42155,3285.0292186880515,23206.02209379631
193,[1274.88662332 1589.14916224 7972.9536578  1499.17427349],72551894.24808568,85.81313981879691,27272576.679957036,97.7356574063162,226980.53455716185,51.70899776309007,43796484680.63384,1589.1491622414692,12265.793390937715
194,[2292.51395233 2889.01027357 7200.36536546 6411.47632885],53480292.70210404,59.18414864485922,27191210.98540736,68.54298424426139,199851.49967182236,45.43091996121943,37661552738.29611,2889.0102735722653,9256.516713437511
195,[6939.48444467 2170.89777339 2517.99058907 3456.95993504],51460619.33018091,52.075385572970895,27168511.105162207,60.38779405122544,176459.0880455802,40.11335923330111,33582645589.450474,2170.897773390385,7872.094003087304
196,[1815.97716801 3633.80224533 5833.91794766 4008.51416764],81313447.15538262,72.3768471754613,27238806.111753125,85.54012219510108,234162.64911096898,53.19724737380352,29287521714.662056,2548.8650275670043,11515.152876919441
197,[4620.05803644 3789.13335845 1533.51403116 5862.29832017],240007768.26567328,191.62299764536013,27710413.14481031,254.3654408953277,779608.4171004151,176.9733220294168,25615904264.02721,2242.2431036130647,32356.392104087878
198,[5058.88678884 2445.81694174  181.10183821 8721.23908944],953685787.539807,739.7059971958894,1267568281.2142987,535.138528060253,1925969.1775336554,437.29223628332295,21953908134.103535,1958.937378194564,173812.79713976273
199,[9321.18282484 2260.53273436 6966.50823877 9224.99381177],2102029521.0719812,1731.1954936888387,32688125.56843966,2499.241491696316,10584768.26313819,2402.39621690784,21230446829.287548,1793.7477393350591,517101.292557006
200,[7072.38634313  610.15617166 5762.88360167 6067.15046383],1728607436.407017,1841.139266687567,33679604.621408775,2392.979586935596,10301412.147644985,2341.3393505933736,33879479742.932472,610.1561716570452,493616.8878802776
201,[4241.30671302 2945.7769425  9343.67014769 9255.68512907],982474459.7016267,1205.9477523729347,31370326.953845657,1566.7894182804282,6797864.103398602,1546.2769895900517,38892464334.96152,2895.299063351774,285252.7824543195
202,[4508.39371404  452.95218336 9848.41198962 8388.98086446],418437455.8425408,590.2409732963104,28812910.69243047,650.568753067985,2470773.2267604806,563.2083111741781,45478146014.80274,452.95218336302094,109544.29383698976
203,[1246.62681203 3683.36753047 8698.96362062 5188.38057126],207334780.22958905,270.5213002712209,27840430.050003722,301.4966792311319,1140284.0614084275,259.65200291641116,39470904517.5231,3425.0267007555176,46344.56499690355
204,[5912.75435745 1596.01081548  547.61638822 3351.97241646],114476511.19237529,142.26254275604123,27455738.03585534,163.43863919855855,549076.9422613855,125.01086880326274,37825933921.06797,1596.0108154805205,23091.28738487151
205,[8028.53448598   18.52809202 3334.99171691 3981.68693591],72539931.90604088,85.7620603564403,27285996.82675257,102.54538377290352,248135.33141258516,56.51874364353243,39772173783.6657,66.47523615459096,12258.402470338286
206,[5373.95602938 3679.42246565 3463.45994366 3469.53201896],53479483.159814335,59.180003569210754,27185570.909298457,66.52921051729903,190994.6043956956,43.42918960829252,33507898809.555916,2950.541915920409,9255.86377148229
207,[7375.0124811  1808.87176356 2246.0482294  4524.39516133],51460559.536567435,52.07509756415028,27184054.626146335,65.94900431657723,200918.08565616817,45.65937439778354,30406089377.42238,1808.871763559229,7872.050173485204
208,[1408.5702038   705.54794602 4983.67772739 4189.25449505],81313443.0900306,72.37682642756313,27240825.198212795,86.26862822740554,237366.95581467205,53.93343171750018,31071180614.013527,705.5479460248932,11515.149547408095
209,[9148.45901068 1449.57559647 5805.88350278 6322.6428792 ],240007767.9629208,191.6229961954179,27752956.97791358,269.5936425709186,846610.062793375,192.1763521231789,29412991107.26134,1449.5755964665327,32356.39185381658
210,[ 130.94456588 2654.14948807 1780.3596687  9610.70317469],2369067457.891035,211.31649385154773,28358374.939454325,486.49185647792325,1711910.3324046023,388.7474404860933,24993230031.102962,2221.83538844934,66948.38493757066
211,[1486.62727753 1658.49649491  853.49668079 9968.74251846],4172352538.164558,1486.6272775311297,1287916053.7029407,1469.944243107528,6055716.810212055,1374.6774162451975,24007074070.588932,1658.4964949080947,574051.3893672065
212,[5021.95010331 2381.54006928  670.76477388 7499.60470399],2974173852.3572865,2158.6779716056076,1303664462.5954537,2663.575399032526,11492007.02316828,2609.7224926372146,30222094324.90581,2221.813720325599,747615.7148288786
213,[2099.05593096 3592.21715776 2051.39640482 1906.87720664],1102049114.998019,1625.1029180824746,1268448212.5603127,2056.0992498674746,177227581.09094816,1969.876242434379,36768050820.190094,2722.8211205251,394947.41496595665
214,[ 365.49667848 1888.26778044 5648.41133263  657.08639428],1116949450.675268,365.4966784809489,28299160.238053925,943.43608413571,54361343.46281127,899.8916534472675,40252450346.74685,1888.267780439997,86247.08041170692
215,[7755.27616695 1813.15533899 5243.90269328 4407.62746938],254800613.43444,512.8729319797362,28539599.674006127,551.5625712328841,2240121.014662022,528.5714454804236,39555382889.13101,1813.1553389921103,90222.99006074682
216,[4007.63060875 2238.56132523 1552.40245931 1819.28130495],117697010.51844963,158.7225979821716,27533882.12673029,191.67022365595355,673254.6506562382,153.59717213878463,36666446957.62561,2238.561325232872,25812.544264934048
217,[8617.85621014 3784.46184853 3733.0931628  2707.44673144],72823139.43938683,86.9713627225237,27339674.400479,121.78865184603356,332773.7070485699,75.77107589874956,32081721078.56572,2776.245033299942,12433.410669631849
218,[6439.99543239 1634.93668439  253.8635566  1561.52597366],53498649.011630595,59.27813791828177,27179132.834932864,64.24483464328671,180947.55808828492,41.18110668123365,29390417815.861538,1634.9366843923858,9271.322296968629
219,[7159.72228847 2635.69576764  270.95992503 2219.72161933],51461975.14579714,52.0819161509581,27192206.80545998,68.86437436089354,213740.29980480042,48.56469468372161,25245307943.83993,2231.355559786141,7873.0878368311605
220,[2310.74796588 2687.57097439  197.10537754 1041.08581985],81313539.3369255,72.37731763246609,27253737.371627253,90.89339836886425,257708.83537397353,58.55377962218877,22626654588.008354,1972.075809602151,11515.228373339041
221,[7999.16085373  714.17864822 6527.46107852 2381.82781047],240007775.13055554,191.6230305226858,27751373.261883087,269.03177543742834,844137.8474060178,191.62328597953714,22988215766.676678,714.1786482173346,32356.39777897108
222,[ 994.41392759  972.688764   7222.66931856 8556.96468106],953685788.0102191,739.7059995835494,29719152.412173994,973.5619505986924,3855133.625929988,875.0424946295684,21987288190.10519,972.6887639978161,173812.797719693
223,[8302.19864567 1588.73411847 6680.85136571 2049.84295416],2102029521.1302233,1731.195493842723,33663491.93228183,2386.1161260840413,204556025.29975766,2218.1879431295074,23008751486.65165,1588.7341184738193,517101.29260981234
224,[2931.47730261 3585.34327408  130.01923511  855.08530854],1728607436.41287,1841.1392667077707,1299306220.7752175,1979.723910916488,166427556.34514526,1942.2112173620806,31852797744.33453,2257.4755142554445,493616.88788626064
225,[2078.86255146  106.1288155  1814.3543509  5830.4156097 ],982474459.7020268,1205.9477523749674,589592850.2284299,1817.0848888671833,7898995.07402304,1854.378942988976,44710689125.559166,145.91031575902898,285252.7824548272
226,[4214.24550592 3570.68684431 8174.43561738 3418.17351698],418437455.84257066,590.2409732964528,28925441.86071881,906.1287870367306,3594909.842840411,818.6850659575537,43946809025.484726,3568.7477989677404,109544.29383701796
227,[2594.23433431 1518.76963267 5902.94942515 2680.63640823],207334780.22959137,270.52130027123104,27915741.752350565,328.4954317974791,1259021.4303415562,287.0130190609138,43838010062.34013,1518.7696326690675,46344.56499690529
228,[6241.48907849 1637.64660876 5520.47180852 4361.26529135],114476511.19237547,142.26254275604205,27453251.986718487,162.57691104286243,545286.5978761755,124.19515089782237,42102844124.92728,1637.6466087649617,23091.287384871648
229,[2944.65759542 3793.81322785 7636.0579416  1401.13175766],72539931.90604088,85.76206035644037,27247479.12987707,88.75904188332511,187498.35545497405,42.76110197380611,36545028850.539345,3167.4234335126584,12258.402470338297
230,[8684.67975898 1949.724793   8945.52226894 7998.55255947],53479483.159814335,59.180003569210754,27199014.057892375,71.32661170529799,212094.33340237313,48.19407834941327,32976350428.049126,1949.7247929980545,9255.86377148229
231,[4252.13504469   89.87723328 2686.77359385 5416.34214661],51460559.536567435,52.07509756415028,27174707.708814204,62.60871233937788,186227.00411264075,42.334294583981965,34312321339.92347,89.87723328046958,7872.050173485204
232,[6334.78219826 1031.55074173 1393.56074073 8349.30236799],81313443.0900306,72.37682642756313,27297449.987839356,106.53316674610046,326499.77523347654,74.15214081470494,34049595270.24371,1031.5507417328095,11515.149547408095
233,[9844.02180704 2102.76072921 1716.79285848 2723.07326519],240007767.9629208,191.6229961954179,27829259.58985562,296.9259594658193,966854.4679617432,219.4926341756251,30696090133.095043,2102.7607292107427,32356.39185381658
234,[ 183.90676547 3657.19522624 1177.5108289  5765.16475514],2327077965.9788775,226.98993708494544,28409304.52726728,504.7498567225355,1792250.5965912957,407.02149139845625,26021028166.906235,2310.72460085842,71267.24682007381
235,[2740.55220687 2216.71201006 6514.20388352 8297.41803707],2623060059.982589,2049.4091942760715,34478430.972066276,2677.3227676484134,11368348.54942438,2580.1401555337166,24865935519.55309,2090.5401900921424,684605.4844683488
236,[2064.21271761   43.98331463 1368.85630069 9000.18641848],1843389408.8933609,1997.7260343732175,1300894754.2946267,2053.0987224109554,8805970.855498372,2002.3455613367319,40870934226.055664,52.78526618528882,547644.2359604246
237,[8738.90077563 2389.65240868 6005.16860434 6650.36674546],990298403.2248682,1245.8065524917927,31527065.00481938,2095.539879312387,9124016.058182996,2073.5212862877634,47351748837.04354,2389.652408681234,295210.019878909
238,[1753.71278623 3657.6477837  4187.70524892 3831.38528249],419017322.6219344,593.0278304882586,29066685.07442134,741.4609488906889,2870581.7537368014,654.8169122392966,47772343432.05316,3657.647783699839,110093.77190465445
239,[5189.17705283  187.8638671  1662.83368756 7380.33616426],207374179.83530453,270.7224706351811,27875473.06145232,314.1345664649987,1195864.017383629,272.41228789792495,50044625139.13804,482.69105398084065,46380.062591293856
